address,city,submarket,state,zip_code,property_type,property_class,sale_date,sale_price,price_per_unit,price_per_sf,cap_rate,units,total_sf,lot_size_sf,year_built,year_renovated,num_buildings,num_floors,parking_spaces,noi,gross_potential_rent,occupancy_at_sale,inplace_vs_market_rent_pct,buyer,buyer_type,seller,seller_type,broker,financing_type,ltv,lender,interest_rate,deal_type,special_conditions,data_source,notes
1763 Broadway Avenue,San Francisco,Financial District,CA,12298,industrial,A,2024-03-09,90884211,,770.1,6.57,,118016,204058,2002,,1,1,326,,,0.86,,Tishman Speyer,Sovereign Wealth Fund,SL Green Realty,Insurance Company,,assumption,,,,portfolio,off-market deal,Real Capital Analytics,A class industrial in Financial District
7599 Park Way,Washington,Alexandria,DC,49104,mixed-use,B,2024-03-09,97495266,311486.0,167.54,6.51,313.0,581914,901333,2000,,1,13,1313,,,0.9,,Greystar,Private Equity,Eastdil Secured,Sovereign Wealth Fund,Colliers,cash,,,,sale-leaseback,ground lease,Real Estate Alert,B class mixed-use in Alexandria
8077 Center Avenue,Riverside,Ontario,CA,25338,retail,C,2024-03-08,32035748,,263.78,8.41,,121449,232792,1985,,1,1,250,,,0.87,,Brookfield Asset Management,Family Office,Prologis,Developer,Cushman & Wakefield,bridge loan,,,,portfolio,waterfront property,CoStar COMPS,C class retail in Ontario
5077 Washington Way,San Francisco,Oakland,CA,91777,multifamily,C,2024-03-08,50294239,196462.0,244.05,4.84,256.0,206080,463678,2023,,3,4,564,,,0.9,,RXR Realty,REIT,CBRE,Insurance Company,CBRE,seller financing,,,,sale-leaseback,off-market deal,Public Records,C class multifamily in Oakland
6288 Washington Boulevard,Washington,Bethesda,DC,49896,mixed-use,B,2024-03-08,272168213,1153255.0,1693.68,6.68,236.0,160696,362233,2017,,1,24,469,18180836.0,27970516.0,0.96,0.92,RXR Realty,Sovereign Wealth Fund,Boston Properties,Family Office,JLL,cash,,,,stabilized,,JLL Research,B class mixed-use in Bethesda
4525 Madison Drive,New York,Jersey City,NY,59279,multifamily,A,2024-03-06,30534124,112672.0,114.39,4.94,271.0,266935,700895,2014,,5,27,691,,,0.95,,Carlyle Group,Individual Investor,Tishman Speyer,Individual Investor,JLL,financed,0.57,Principal Financial,6.77,value-add,master lease in place,Real Capital Analytics,A class multifamily in Jersey City
9550 Main Boulevard,Philadelphia,King of Prussia,PA,67799,office,A,2024-03-06,73018910,,200.02,6.7,,365067,1022785,2004,,1,34,783,,,0.94,,Harrison Street,REIT,PGIM Real Estate,Investment Fund,Cushman & Wakefield,assumption,,,,development,1031 exchange,CBRE Market Report,A class office in King of Prussia
2400 Washington Street,Boston,Brookline,MA,24338,mixed-use,A,2024-03-05,57866384,254918.0,98.51,5.95,227.0,587428,1551325,2006,,1,3,1268,,,0.95,,PGIM Real Estate,Family Office,Duke Realty,Individual Investor,CBRE,cash,,,,distressed,,Real Capital Analytics,A class mixed-use in Brookline
2056 Main Avenue,Chicago,River North,IL,93897,hotel,Select Service,2024-03-05,87815253,386851.0,764.53,8.65,227.0,114862,305566,2010,,1,22,299,,,0.74,,SL Green Realty,REIT,Eastdil Secured,Insurance Company,CBRE,financed,0.72,MetLife,5.74,distressed,waterfront property,Real Capital Analytics,Select Service class hotel in River North
8806 Market Street,Dallas,Uptown,TX,87799,mixed-use,A,2024-03-05,350040408,1842318.0,876.21,6.7,190.0,399492,821182,2023,,1,5,835,23452707.0,36081087.0,0.95,0.99,Apollo Global Management,Insurance Company,Prologis,Developer,CBRE,seller financing,,,,stabilized,master lease in place,JLL Research,A class mixed-use in Uptown
3102 Market Way,Houston,Energy Corridor,TX,58567,retail,A,2024-03-05,20311502,,114.77,7.53,,176968,447277,2003,,1,2,479,,,0.94,,AEW Capital Management,Insurance Company,Kimco Realty,Individual Investor,Marcus & Millichap,assumption,,,,development,waterfront property,Public Records,A class retail in Energy Corridor
575 Washington Boulevard,New York,Newark,NY,84655,industrial,C,2024-03-05,75529051,,112.28,5.83,,672661,1547917,2004,,1,2,1491,,,0.91,,Lendlease,Pension Fund,LaSalle Investment Management,Sovereign Wealth Fund,Newmark,cash,,,,distressed,1031 exchange,JLL Research,C class industrial in Newark
8347 Market Way,Phoenix,Mesa,AZ,23071,mixed-use,B,2024-03-04,352256506,1797227.0,728.31,5.95,196.0,483665,1179292,1995,2018.0,1,8,1227,,,0.92,,RXR Realty,REIT,Harrison Street,Individual Investor,CBRE,bridge loan,,,,development,,Real Capital Analytics,B class mixed-use in Mesa
3453 Market Street,San Francisco,SOMA,CA,19354,retail,B,2024-03-03,50540480,,1165.98,6.78,,43346,122654,1992,2024.0,1,3,98,3426644.0,5271760.0,0.88,0.86,Bentall GreenOak,Pension Fund,CBRE,Investment Fund,CBRE,financed,0.52,Principal Financial,6.0,stabilized,off-market deal,Real Estate Alert,B class retail in SOMA
9149 Broadway Street,Riverside,Riverside,CA,38621,hotel,Limited Service,2024-03-02,148314603,579354.0,972.07,8.98,256.0,152576,274695,1993,2018.0,1,30,476,,,0.65,,Greystar,Investment Fund,Apollo Global Management,Family Office,,assumption,,,,portfolio,,Real Estate Alert,Limited Service class hotel in Riverside
2867 Washington Avenue,Seattle,South Lake Union,WA,55591,hotel,Full Service,2024-03-02,59902495,235837.0,417.41,7.91,254.0,143510,358516,2014,2022.0,1,24,307,,,0.63,,Carlyle Group,Private Equity,SL Green Realty,Investment Fund,Cushman & Wakefield,cash,,,,development,,JLL Research,Full Service class hotel in South Lake Union
3283 Broadway Boulevard,Atlanta,Midtown,GA,57154,mixed-use,A,2024-03-01,71301597,189129.0,152.64,6.97,377.0,467127,770534,1999,,1,39,1112,,,0.94,,Carlyle Group,REIT,Cushman & Wakefield,Insurance Company,Newmark,assumption,,,,development,1031 exchange,CBRE Market Report,A class mixed-use in Midtown
8714 Oak Way,Chicago,Naperville,IL,65163,industrial,B,2024-02-26,47550897,,290.05,6.07,,163941,438075,1995,,1,2,369,,,0.91,,LaSalle Investment Management,Investment Fund,Brookfield Asset Management,Insurance Company,JLL,assumption,,,,sale-leaseback,,JLL Research,B class industrial in Naperville
5377 Oak Drive,Los Angeles,Downtown LA,CA,30780,office,B,2024-02-26,203287749,,516.12,7.73,,393878,635433,1988,,1,8,977,,,0.76,,Apollo Global Management,Developer,Duke Realty,Private Equity,Cushman & Wakefield,seller financing,,,,sale-leaseback,1031 exchange,JLL Research,B class office in Downtown LA
4433 Park Boulevard,Dallas,Plano,TX,58622,office,A,2024-02-25,221021559,,473.68,6.36,,466607,775899,2017,,1,15,1077,,,0.86,,Nuveen Real Estate,Private Equity,Nuveen Real Estate,Sovereign Wealth Fund,CBRE,seller financing,,,,value-add,historic building,JLL Research,A class office in Plano
2980 Madison Drive,Philadelphia,Camden,PA,18876,industrial,B,2024-02-25,80218664,,119.94,6.96,,668817,1386019,2017,,1,3,1405,,,0.9,,Simon Property Group,Insurance Company,Simon Property Group,Investment Fund,HFF,cash,,,,portfolio,,Public Records,B class industrial in Camden
3713 Broadway Street,Los Angeles,Anaheim,CA,26343,industrial,B,2024-02-23,32448383,,57.39,5.62,,565412,1327856,2021,,1,2,1285,,,0.85,,Prologis,Insurance Company,KKR Real Estate,Investment Fund,Berkadia,cash,,,,development,portfolio acquisition,JLL Research,B class industrial in Anaheim
1778 Center Drive,Riverside,Riverside,CA,85221,office,A,2024-02-22,115476089,,669.23,7.23,,172550,409161,2021,,1,7,461,,,0.73,,MetLife,REIT,Brookfield Asset Management,Private Equity,Marcus & Millichap,assumption,,,,portfolio,master lease in place,Real Estate Alert,A class office in Riverside
4989 Market Way,San Francisco,Financial District,CA,62345,hotel,Limited Service,2024-02-22,70537421,198697.0,459.95,7.15,355.0,153360,302397,1992,,1,15,311,,,0.85,,Bentall GreenOak,Investment Fund,Harrison Street,Pension Fund,Newmark,assumption,,,,distressed,historic building,Real Capital Analytics,Limited Service class hotel in Financial District
619 Market Drive,Los Angeles,Anaheim,CA,88986,retail,C,2024-02-20,50261914,,329.56,7.87,,152510,247680,1999,,1,2,327,,,0.95,,Vornado Realty Trust,Insurance Company,AEW Capital Management,Pension Fund,Berkadia,financed,0.66,Starwood Property Trust,7.99,distressed,ground lease,Real Estate Alert,C class retail in Anaheim
5379 Madison Drive,New York,Newark,NY,54855,retail,A,2024-02-20,38210242,,207.31,7.36,,184317,354935,2003,,1,3,398,,,0.9,,KKR Real Estate,Insurance Company,Carlyle Group,Family Office,HFF,cash,,,,distressed,historic building,JLL Research,A class retail in Newark
4633 Main Drive,Seattle,Bellevue,WA,90342,retail,C,2024-02-20,54827714,,1099.46,6.61,,49868,90210,2006,,1,1,102,,,0.95,,Simon Property Group,Individual Investor,Bentall GreenOak,Investment Fund,Marcus & Millichap,financed,0.59,JPMorgan Chase,5.98,development,,Real Capital Analytics,C class retail in Bellevue
497 Oak Street,San Francisco,Oakland,CA,57014,retail,A,2024-02-19,60928119,,343.45,7.7,,177399,271551,1999,,1,2,365,,,0.88,,KKR Real Estate,Investment Fund,Brookfield Asset Management,Private Equity,Colliers,assumption,,,,portfolio,historic building,CBRE Market Report,A class retail in Oakland
8343 Broadway Boulevard,Dallas,Plano,TX,31169,industrial,A,2024-02-18,64644684,,172.94,6.26,,373791,1102340,2001,2020.0,1,3,883,,,0.93,,Starwood Capital,Developer,Cushman & Wakefield,Insurance Company,Newmark,bridge loan,,,,portfolio,historic building,CoStar COMPS,A class industrial in Plano
9208 Park Drive,Riverside,Riverside,CA,32591,retail,A,2024-02-18,47958563,,590.91,7.0,,81161,215444,2000,,1,2,182,3357099.0,5164767.0,0.84,0.93,Ares Management,Pension Fund,Blackstone,Sovereign Wealth Fund,Cushman & Wakefield,assumption,,,,stabilized,waterfront property,Real Estate Alert,A class retail in Riverside
1608 Madison Drive,Riverside,Corona,CA,22368,office,C,2024-02-17,51827495,,438.58,6.69,,118172,283931,2018,,1,19,387,,,0.84,,Nuveen Real Estate,REIT,AEW Capital Management,Family Office,Eastdil Secured,bridge loan,,,,value-add,,CBRE Market Report,C class office in Corona
8073 Center Way,Boston,Newton,MA,80723,mixed-use,A,2024-02-16,271566847,1534276.0,742.73,5.99,177.0,365634,1053120,2005,2010.0,1,6,952,,,0.93,,Nuveen Real Estate,REIT,Eastdil Secured,Developer,Eastdil Secured,financed,0.7,Barclays,6.55,sale-leaseback,ground lease,Real Capital Analytics,A class mixed-use in Newton
7827 Washington Street,Dallas,Fort Worth,TX,58235,hotel,Limited Service,2024-02-15,16420193,130319.0,295.51,8.61,126.0,55566,160920,2014,,1,28,121,,,0.81,,CBRE Investment Management,Family Office,Ares Management,Sovereign Wealth Fund,Berkadia,financed,0.65,JPMorgan Chase,8.25,development,LEED certified,Public Records,Limited Service class hotel in Fort Worth
7419 Broadway Boulevard,Los Angeles,Downtown LA,CA,72279,multifamily,A,2024-02-15,43292316,357788.0,342.71,4.51,121.0,126324,201257,2005,,1,32,334,,,0.9,,Duke Realty,REIT,Colliers International,Investment Fund,Marcus & Millichap,assumption,,,,development,,CoStar COMPS,A class multifamily in Downtown LA
5078 Market Avenue,New York,Jersey City,NY,69095,multifamily,A,2024-02-15,30364454,88013.0,78.44,4.65,345.0,387090,711676,1988,,5,27,932,,,0.92,,Starwood Capital,Investment Fund,Newmark,Investment Fund,Berkadia,bridge loan,,,,portfolio,1031 exchange,CBRE Market Report,A class multifamily in Jersey City
934 Washington Drive,Philadelphia,Center City,PA,65328,office,B,2024-02-15,129434835,,858.57,6.04,,150756,240007,1989,,1,30,324,,,0.75,,Ares Management,Family Office,Related Companies,Investment Fund,Colliers,assumption,,,,value-add,LEED certified,Real Capital Analytics,B class office in Center City
5933 Oak Way,Detroit,Warren,MI,62336,hotel,Select Service,2024-02-13,47277454,126749.0,291.38,7.9,373.0,162255,306540,2000,2005.0,1,5,398,,,0.82,,KKR Real Estate,Individual Investor,Cushman & Wakefield,Insurance Company,,financed,0.63,JLL Capital Markets,7.34,distressed,portfolio acquisition,CBRE Market Report,Select Service class hotel in Warren
7706 Madison Drive,Miami,Miami Beach,FL,69082,mixed-use,B,2024-02-13,81569814,685461.0,524.13,6.92,119.0,155629,335627,2003,,1,33,419,,,0.87,,CBRE Investment Management,Insurance Company,AvalonBay Communities,REIT,Newmark,cash,,,,sale-leaseback,,CoStar COMPS,B class mixed-use in Miami Beach
6683 Park Street,Miami,West Palm Beach,FL,16569,mixed-use,A,2024-02-13,73782312,261639.0,228.32,5.51,282.0,323148,784450,2020,,1,33,749,,,0.95,,Related Companies,Insurance Company,SL Green Realty,Pension Fund,,cash,,,,development,LEED certified,CBRE Market Report,A class mixed-use in West Palm Beach
6465 Washington Boulevard,Washington,Arlington,DC,87975,multifamily,A,2024-02-13,21970652,127736.0,106.98,4.52,172.0,205368,534744,2010,,3,11,525,,,0.88,,Hines,Private Equity,Duke Realty,Insurance Company,Cushman & Wakefield,seller financing,,,,development,off-market deal,Public Records,A class multifamily in Arlington
6138 Broadway Way,New York,Newark,NY,19321,mixed-use,B,2024-02-11,27472523,188168.0,48.66,6.03,146.0,564545,1371460,2007,,1,38,1474,,,0.86,,Vornado Realty Trust,Private Equity,PGIM Real Estate,Pension Fund,Marcus & Millichap,cash,,,,sale-leaseback,portfolio acquisition,JLL Research,B class mixed-use in Newark
5089 Broadway Drive,Dallas,Downtown Dallas,TX,89099,hotel,Limited Service,2024-02-10,65962563,221351.0,416.07,7.58,298.0,158536,348044,1993,,1,31,490,,,0.7,,AvalonBay Communities,Developer,Greystar,Investment Fund,CBRE,financed,0.67,Wells Fargo,5.52,portfolio,portfolio acquisition,Public Records,Limited Service class hotel in Downtown Dallas
2922 Broadway Boulevard,Seattle,Tacoma,WA,47266,mixed-use,B,2024-02-10,55949340,156283.0,186.33,7.19,358.0,300263,545097,2011,2024.0,1,37,765,,,0.89,,Prologis,Developer,PGIM Real Estate,Sovereign Wealth Fund,Colliers,seller financing,,,,development,,Public Records,B class mixed-use in Tacoma
8406 Broadway Avenue,Atlanta,Midtown,GA,48797,retail,C,2024-02-08,73317523,,263.14,7.71,,278621,446171,2009,,1,1,572,,,0.83,,MetLife,Individual Investor,Hines,Individual Investor,Berkadia,bridge loan,,,,portfolio,master lease in place,CoStar COMPS,C class retail in Midtown
2133 Oak Street,Miami,Aventura,FL,34683,multifamily,C,2024-02-08,18580762,41199.0,38.47,5.02,451.0,483021,813681,2016,,2,39,1372,,,0.93,,AvalonBay Communities,REIT,Simon Property Group,Sovereign Wealth Fund,CBRE,seller financing,,,,portfolio,,Public Records,C class multifamily in Aventura
9622 Broadway Boulevard,Seattle,Bellevue,WA,10705,mixed-use,A,2024-02-08,231374877,590242.0,552.85,6.22,392.0,418511,1057697,2020,,1,15,866,,,0.86,,Duke Realty,Sovereign Wealth Fund,CBRE Investment Management,Family Office,HFF,seller financing,,,,distressed,,CoStar COMPS,A class mixed-use in Bellevue
7409 Washington Way,Philadelphia,Center City,PA,72703,retail,C,2024-02-07,37626276,,199.76,8.41,,188360,442780,1995,,1,2,408,,,0.89,,PGIM Real Estate,Individual Investor,Tishman Speyer,Individual Investor,Marcus & Millichap,financed,0.65,Goldman Sachs,7.26,portfolio,historic building,Real Capital Analytics,C class retail in Center City
4337 Market Way,Detroit,Troy,MI,25565,mixed-use,B,2024-02-06,336131971,2689056.0,1158.86,6.21,125.0,290055,543031,1996,,1,34,779,,,0.93,,Carlyle Group,Individual Investor,SL Green Realty,REIT,Colliers,financed,0.62,Barclays,7.34,distressed,off-market deal,Public Records,B class mixed-use in Troy
4940 Washington Street,Los Angeles,Anaheim,CA,85788,retail,C,2024-02-05,56300738,,195.9,8.5,,287388,520258,1994,,1,2,738,,,0.89,,Starwood Capital,Individual Investor,Duke Realty,REIT,Eastdil Secured,assumption,,,,development,,CBRE Market Report,C class retail in Anaheim
6146 Center Way,Riverside,San Bernardino,CA,54517,mixed-use,B,2024-02-04,42719946,146804.0,78.07,5.87,291.0,547231,1073445,2004,,1,20,1463,,,0.94,,Lendlease,Developer,Simon Property Group,Insurance Company,Eastdil Secured,financed,0.67,JPMorgan Chase,5.99,value-add,,JLL Research,B class mixed-use in San Bernardino
8140 Oak Drive,Boston,Brookline,MA,28919,hotel,Full Service,2024-02-03,81094761,211736.0,508.98,7.73,383.0,159328,260729,2011,2024.0,1,23,367,,,0.66,,Brookfield Asset Management,REIT,MetLife,Individual Investor,Newmark,bridge loan,,,,distressed,waterfront property,JLL Research,Full Service class hotel in Brookline
150 Center Boulevard,Boston,Seaport,MA,70899,industrial,B,2024-02-03,114389083,,457.5,5.59,,250033,556835,2013,,1,2,550,,,0.88,,Harrison Street,Insurance Company,CBRE,REIT,,assumption,,,,value-add,ground lease,JLL Research,B class industrial in Seaport
3974 Main Boulevard,Philadelphia,University City,PA,89888,mixed-use,A,2024-02-03,87712081,565884.0,155.08,5.81,155.0,565609,1493971,1995,2002.0,1,18,1234,,,0.91,,Carlyle Group,Investment Fund,Blackstone,Sovereign Wealth Fund,HFF,assumption,,,,distressed,master lease in place,CoStar COMPS,A class mixed-use in University City
7055 Washington Boulevard,Boston,Back Bay,MA,68041,industrial,C,2024-02-02,55048155,,143.57,6.05,,383412,728486,2014,,1,2,814,,,0.92,,Equity Residential,Developer,MetLife,Investment Fund,Berkadia,cash,,,,portfolio,ground lease,Real Capital Analytics,C class industrial in Back Bay
4702 Main Drive,Chicago,O'Hare,IL,83565,retail,A,2024-02-02,39396392,,1018.94,6.56,,38664,105337,2005,2018.0,1,3,123,,,0.95,,Ares Management,Family Office,MetLife,Developer,,financed,0.56,JPMorgan Chase,8.27,value-add,LEED certified,CoStar COMPS,A class retail in O'Hare
5861 Park Way,Chicago,O'Hare,IL,70852,hotel,Full Service,2024-02-02,111310112,585843.0,1273.57,8.83,190.0,87400,142932,2010,,1,17,192,,,0.61,,Boston Properties,Insurance Company,JLL,Private Equity,CBRE,cash,,,,development,,CoStar COMPS,Full Service class hotel in O'Hare
6124 Center Avenue,Atlanta,Alpharetta,GA,31418,multifamily,C,2024-02-01,83758671,734725.0,720.32,4.64,114.0,116280,214035,2012,2017.0,5,39,373,,,0.91,,Kimco Realty,REIT,Greystar,Pension Fund,Colliers,cash,,,,value-add,,Real Capital Analytics,C class multifamily in Alpharetta
329 Main Boulevard,Seattle,Tacoma,WA,18177,hotel,Full Service,2024-02-01,69498854,392649.0,720.46,8.88,177.0,96465,253675,1995,,1,5,242,,,0.7,,Vornado Realty Trust,Individual Investor,Newmark,Individual Investor,HFF,seller financing,,,,distressed,1031 exchange,CoStar COMPS,Full Service class hotel in Tacoma
5182 Washington Avenue,New York,Queens,NY,79727,mixed-use,B,2024-01-31,332855895,1891227.0,1024.88,6.83,176.0,324777,647187,1997,,1,11,689,,,0.95,,Related Companies,Developer,AvalonBay Communities,REIT,Newmark,seller financing,,,,portfolio,historic building,Public Records,B class mixed-use in Queens
5811 Madison Boulevard,Miami,Aventura,FL,51129,multifamily,A,2024-01-30,44260204,297048.0,249.62,5.27,149.0,177310,511043,2012,2017.0,3,4,370,,,0.95,,MetLife,Investment Fund,Starwood Capital,Investment Fund,JLL,cash,,,,distressed,historic building,Public Records,A class multifamily in Aventura
8367 Main Avenue,Miami,Fort Lauderdale,FL,95697,multifamily,C,2024-01-30,79800523,535574.0,460.12,5.38,149.0,173436,381594,1994,,4,10,410,,,0.95,,Apollo Global Management,Developer,AvalonBay Communities,REIT,Eastdil Secured,bridge loan,,,,sale-leaseback,ground lease,Public Records,C class multifamily in Fort Lauderdale
1941 Madison Avenue,Philadelphia,University City,PA,91737,industrial,B,2024-01-30,40317689,,51.22,6.88,,787199,1320547,2008,2018.0,1,1,2531,,,0.95,,Starwood Capital,Private Equity,KKR Real Estate,Investment Fund,HFF,assumption,,,,development,LEED certified,JLL Research,B class industrial in University City
